episode,episode_return,final_distance,success,episode_steps,epsilon,mean_abs_td_error
1,8.205501221252026,0.029754946008324623,1,122,0.9985,0.0977156144609342
2,-19.1825200623047,0.23620976507663727,0,500,0.9970022500000001,0.034267815755548
3,-26.611796742722056,0.23564092814922333,0,500,0.9955067466250002,0.0470579538518662
4,10.247380204523807,0.029467474669218063,1,7,0.9940134865050627,1.4656452921558694
5,10.196788237104572,0.029208634048700333,1,10,0.9925224662753052,1.0239205049073756
6,8.377589073459728,0.02991812862455845,1,102,0.9910336825758923,0.11317282477715401
7,-12.442391662942105,0.0488528273999691,0,500,0.9895471320520285,0.023975336450497473
8,-24.879222972306735,0.23288686573505402,0,500,0.9880628113539505,0.04220202218694575
9,-50.03749016553383,0.6619400382041931,0,500,0.9865807171369196,0.08958449075176664
10,-32.10453610138404,0.3502073884010315,0,500,0.9851008460612143,0.05876504500280955
11,5.0536856883733146,0.029937023296952248,1,241,0.9836231947921226,0.06373764716790928
12,-28.492098659286828,0.24755974113941193,0,500,0.9821477599999344,0.049120015181706875
13,9.234444002537476,0.029934903606772423,1,64,0.9806745383599346,0.22829521511027936
14,-34.22488877507878,0.4136863052845001,0,500,0.9792035265523947,0.06134199503911671
15,7.523394196441841,0.029790522530674934,1,104,0.9777347212625662,0.133265233796888
16,-19.036020076951928,0.17863936722278595,0,500,0.9762681191806725,0.0339334126599896
17,-34.352817027553755,0.47535526752471924,0,500,0.9748037170019015,0.057225817570481445
18,-44.31234311669527,0.7083821892738342,0,500,0.9733415114263987,0.07465471212495234
19,-14.55430525983266,0.17470303177833557,0,500,0.9718814991592591,0.025002673683983068
20,-30.065302394648068,0.35642316937446594,0,500,0.9704236769105203,0.051800254922273206
21,10.398247269369966,0.029554782435297966,1,11,0.9689680413951546,1.0494143053069003
22,9.99522401610316,0.029735378921031952,1,16,0.9675145893330619,0.9760968530436636
23,10.156251934981201,0.029209338128566742,1,6,0.9660633174490624,2.3553382528073503
24,-12.497634350388603,0.11588776856660843,0,500,0.9646142224728889,0.020644356715064285
25,-41.77460332255222,0.32603347301483154,0,500,0.9631673011391796,0.07069314832276899
26,10.05555798532606,0.029535315930843353,1,13,0.9617225501874709,1.3326943708323893
27,-13.901501525108147,0.09889677911996841,0,500,0.9602799663621897,0.025753746784397645
28,7.2803319158361735,0.029743898659944534,1,194,0.9588395464126465,0.07267296762079806
29,-19.219972117203106,0.199893519282341,0,500,0.9574012870930275,0.03302909650604701
30,-19.64461445095102,0.268189400434494,0,500,0.955965185162388,0.0330025570994507
31,-20.71651622229947,0.10653166472911835,0,500,0.9545312373846445,0.08083386396603905
32,10.078693130407634,0.02978731133043766,1,4,0.9530994405285677,2.7736570964962524
33,-12.749985333541852,0.29041576385498047,0,500,0.9516697913677749,0.02998364608195785
34,-12.361507227632487,0.2689545154571533,0,500,0.9502422866807232,0.033038370664834935
35,-18.634396918041357,0.28429433703422546,0,500,0.9488169232507021,0.03387820595251368
36,-14.5782971209752,0.16377675533294678,0,500,0.9473936978658261,0.07608678657957539
37,-2.342930913737497,0.029862230643630028,1,287,0.9459726073190273,0.07931555423913883
38,-15.507340011712254,0.17939339578151703,0,500,0.9445536484080488,0.026690938510923787
39,-21.625330039405352,0.18362613022327423,0,500,0.9431368179354368,0.042599848107883344
40,7.763252234676894,0.02953280135989189,1,182,0.9417221127085337,0.3381471878859238
41,9.990549772651054,0.029929829761385918,1,14,0.9403095295394709,0.8445946834857667
42,4.362113102276186,0.029979657381772995,1,226,0.9388990652451618,0.0958304979366468
43,-30.84287210806562,0.45183393359184265,0,500,0.9374907166472941,0.05760963727503021
44,-19.104656566663323,0.14456842839717865,0,500,0.9360844805723232,0.040525205291944505
45,10.084582004672145,0.02992490865290165,1,8,0.9346803538514648,1.4284545558399109
46,-23.305376426755764,0.3311406672000885,0,500,0.9332783333206877,0.04729229714726595
47,3.649923455466946,0.029921328648924828,1,241,0.9318784158207066,0.1311143735470472
48,-26.468381819736926,0.37834519147872925,0,500,0.9304805981969756,0.056841060794271384
49,-56.78466098489328,0.523250937461853,0,500,0.9290848772996801,0.10882565071866523
50,-33.69008032337919,0.2659410238265991,0,500,0.9276912499837306,0.06177362735350193
51,8.844918668388042,0.029959149658679962,1,94,0.9262997131087551,0.18291445803674866
52,10.203650538311905,0.029095951467752457,1,6,0.924910263539092,1.8701407549732993
53,-18.959563066725085,0.20579387247562408,0,500,0.9235228981437834,0.03616026223767595
54,0.13686654104950335,0.02991468645632267,1,238,0.9221376137965678,0.09219892436660267
55,-29.013301611966035,0.25200653076171875,0,500,0.920754407375873,0.051987235877954376
56,10.354964300571986,0.02868514694273472,1,8,0.9193732757648092,1.341014186511236
57,-21.239970845310204,0.19697557389736176,0,500,0.917994215851162,0.06441970807046775
58,-23.742816958850778,0.17873471975326538,0,500,0.9166172245273854,0.03933018024071488
59,-50.64205284789324,0.5219156742095947,0,500,0.9152422986905944,0.09068326358149362
60,-36.78392392272752,0.30648621916770935,0,500,0.9138694352425585,0.06963952407140661
61,9.494868484043662,0.029533222317695618,1,54,0.9124986310896946,0.21134616293355965
62,10.25659301031993,0.029762499034404755,1,12,0.9111298831430602,1.051921216213853
