episode,episode_return,return_ma50,final_distance,distance_ma50,success,success_ma50,episode_steps,epsilon,mean_loss,learning_rate,buffer_size,total_steps
297,10.124308006571237,0.15401354913741236,0.02927328832447529,0.09814585164189339,1,0.68,5,0.5517861080630647,0.02540403960738331,0.0005,50000,66142
298,9.918684810121373,0.1576814842050392,0.029305025935173035,0.09813273407518863,1,0.68,20,0.5506825358469386,0.04156100507825613,0.0005,50000,66162
299,-14.107759199036717,-0.30675252249718055,0.09620366245508194,0.09945906426757574,0,0.66,500,0.5495811707752447,0.036255615281872454,0.0005,50000,66662
300,9.597640399044051,-0.3190275384552414,0.02928776480257511,0.09946219265460968,1,0.66,55,0.5484820084336942,0.026419706411913716,0.0005,50000,66717
301,9.742891459126952,-0.3185979337059112,0.029778704047203064,0.09945792511105538,1,0.66,45,0.5473850444168268,0.03666144899972197,0.0005,50000,66762
302,9.796509207571916,-0.25528323908132333,0.029898181557655334,0.0994683400169015,1,0.66,26,0.5462902743279932,0.0273953140534174,0.0005,50000,66788
303,9.131156803390292,0.08333217074256784,0.029857957735657692,0.09725593648850918,1,0.68,79,0.5451976937793371,0.03396683764390506,0.0005,50000,66867
304,9.651699783851221,0.5173161485761212,0.029654355719685555,0.09532009270042181,1,0.7,26,0.5441072983917784,0.030099306730195306,0.0005,50000,66893
305,10.145740883445596,0.9506124614480046,0.029899315908551216,0.09291401952505111,1,0.72,7,0.5430190837949949,0.026589360354202136,0.0005,50000,66900
306,9.808700940446725,0.9525425981628501,0.02994002401828766,0.09291379686444998,1,0.72,28,0.5419330456274049,0.021404906587641954,0.0005,50000,66928
307,9.483106642871538,2.20698236868098,0.029817676171660423,0.07018645234405994,1,0.74,53,0.5408491795361501,0.019409551977109658,0.0005,50000,66981
308,9.877470972014237,2.3805188407258986,0.029888784512877464,0.07018549025058746,1,0.74,30,0.5397674811770777,0.015581873577320948,0.0005,50000,67011
309,9.81727038476857,2.433094218432368,0.02941550873219967,0.07017725598067046,1,0.74,28,0.5386879462147236,0.01516185849946591,0.0005,50000,67039
310,10.065413512452993,2.6476595228754074,0.02920111082494259,0.07016770828515291,1,0.74,4,0.5376105703222942,0.002190618950407952,0.0005,50000,67043
311,5.934210702932499,2.676222588000174,0.029914630576968193,0.07016781982034445,1,0.74,256,0.5365353491816496,0.0280618987330854,0.0005,50000,67299
312,9.874052782405041,2.72275759246401,0.02960989437997341,0.07017294149845839,1,0.74,28,0.5354622784832863,0.022551876883621196,0.0005,50000,67327
313,10.063995765935198,3.1322045204480604,0.029433967545628548,0.06893865719437599,1,0.76,21,0.5343913539263198,0.050268817432446496,0.0005,50000,67348
314,-16.08998285415072,2.608551700565661,0.12269705533981323,0.07079639192670584,0,0.74,500,0.5333225712184672,0.03177397679083515,0.0005,50000,67848
315,9.795741844690918,2.601411982148502,0.0294767078012228,0.07078989833593369,1,0.74,33,0.5322559260760302,0.03587355474221774,0.0005,50000,67881
316,7.682763710734836,3.0342319374807807,0.029943393543362617,0.06773608211427927,1,0.76,196,0.5311914142238782,0.027565452974047323,0.0005,50000,68077
317,10.105334309799243,3.061004284641258,0.0294486153870821,0.06773017469793557,1,0.76,23,0.5301290313954304,0.03358925401698798,0.0005,50000,68100
318,9.172916547040234,3.163060486910569,0.0296663586050272,0.06772374231368303,1,0.76,63,0.5290687733326396,0.031133610237803724,0.0005,50000,68163
319,8.520498662469771,3.13707693147139,0.0296283271163702,0.06771822668612003,1,0.76,100,0.5280106357859743,0.02753680249210447,0.0005,50000,68263
320,-8.761073412379107,4.086457708465581,0.04883791506290436,0.05021620996296406,0,0.76,500,0.5269546145144024,0.03169748210452963,0.0005,50000,68763
321,7.611298255661377,4.493149926810687,0.029706962406635284,0.048430048748850825,1,0.78,139,0.5259007052853736,0.03518798867518605,0.0005,50000,68902
322,10.219799972563095,5.133552251499234,0.029857566580176353,0.04493692670017481,1,0.8,10,0.5248489038748029,0.012925178417935968,0.0005,50000,68912
323,-8.306703164846272,5.434112745156446,0.05148566514253616,0.04054893124848604,0,0.8,500,0.5237992060670532,0.034020739708212205,0.0005,50000,69412
324,8.916710632164236,5.816701061730112,0.029713697731494904,0.039264815039932725,1,0.82,76,0.5227516076549191,0.02740489189071875,0.0005,50000,69488
325,9.603144939144137,6.228717999969552,0.029969410970807076,0.037095926329493524,1,0.84,38,0.5217061044396093,0.01945074606306949,0.0005,50000,69526
326,10.021741497415315,6.246447882019729,0.02982284501194954,0.0370936419814825,1,0.84,17,0.52066269223073,0.04868810480077039,0.0005,50000,69543
327,9.890318603043717,6.246146503048947,0.029119236394762993,0.03708855718374252,1,0.84,15,0.5196213668462686,0.02659191139197598,0.0005,50000,69558
328,9.922308421659038,6.251522183409951,0.029949797317385674,0.03708885233849287,1,0.84,19,0.5185821241125761,0.02111513974561699,0.0005,50000,69577
329,-11.148645945803734,5.836440683663253,0.15997977554798126,0.03969700369983911,0,0.82,500,0.5175449598643509,0.030606927705230193,0.0005,50000,70077
330,-11.46070711964941,5.406122863040544,0.07722799479961395,0.04064987014979124,0,0.8,500,0.5165098699446222,0.03505230268323794,0.0005,50000,70577
331,9.540566959077594,5.395972534566721,0.029359642416238785,0.04063894640654325,1,0.8,40,0.515476850204733,0.024321813363349064,0.0005,50000,70617
332,9.46669588572684,5.386812021000916,0.02995980903506279,0.04065178230404854,1,0.8,36,0.5144458965043235,0.029624192878448714,0.0005,50000,70653
333,8.33273759230295,5.357120552609109,0.029990505427122116,0.040663269124925135,1,0.8,115,0.5134170047113148,0.025468336401061845,0.0005,50000,70768
334,9.350955414846592,5.334873092388586,0.029577413573861122,0.04066099189221859,1,0.8,72,0.5123901707018922,0.041975592762658685,0.0005,50000,70840
335,10.071018253430282,5.33437673126295,0.029248341917991638,0.04065454754978418,1,0.8,4,0.5113653903604884,0.0020189013448543847,0.0005,50000,70844
336,8.635105076417544,5.3174799868393325,0.029942015185952187,0.040664908215403556,1,0.8,96,0.5103426595797674,0.04257581319689052,0.0005,50000,70940
337,9.794025422271519,5.3187785072886,0.029798362404108047,0.04066505275666714,1,0.8,36,0.5093219742606079,0.02603087395740052,0.0005,50000,70976
338,9.739339884239168,5.7120423923531165,0.029903342947363853,0.03995236564427614,1,0.82,39,0.5083033303120866,0.024679225066509575,0.0005,50000,71015
339,9.890319533678014,6.095928286622508,0.029559580609202385,0.038759175688028336,1,0.84,21,0.5072867236514624,0.032796729572250376,0.0005,50000,71036
340,9.33802284091179,6.09320787275196,0.029869377613067627,0.03875755712389946,1,0.84,72,0.5062721502041595,0.037761305010968096,0.0005,50000,71108
341,8.808366943857475,6.063005522630416,0.02972015179693699,0.03876409508287906,1,0.84,123,0.5052596059037512,0.03700411552847249,0.0005,50000,71231
342,6.63738278840182,6.0005825294337285,0.02972446382045746,0.038763218633830546,1,0.84,205,0.5042490866919437,0.041439213385669194,0.0005,50000,71436
343,9.01316896996428,6.407581114027651,0.02961958572268486,0.03847859960049391,1,0.86,62,0.5032405885185598,0.029350924063398832,0.0005,50000,71498
344,7.955171928796286,6.7944014742025285,0.029574964195489883,0.03722639624029398,1,0.88,140,0.5022341073415226,0.03963452460635121,0.0005,50000,71638
345,10.341051475129882,6.8202716527628295,0.029064519330859184,0.03721492763608694,1,0.88,11,0.5012296391268396,0.002159011529081247,0.0005,50000,71649
346,9.781216046565193,6.826314075461733,0.02925684116780758,0.03722160190343857,1,0.88,22,0.5002271798485859,0.03653085288401185,0.0005,50000,71671
347,9.831247416388422,6.820452863658075,0.02948257513344288,0.03722578763961792,1,0.88,39,0.4992267254888887,0.026694068926959656,0.0005,50000,71710
348,-10.095654633242964,6.420166074790789,0.10224248468875885,0.038684536814689634,0,0.86,500,0.4982282720379109,0.02966350195230916,0.0005,50000,72210
349,10.256602267453827,6.907453304120601,0.029512453824281693,0.03735071264207363,1,0.88,9,0.4972318154938351,0.007506919985947509,0.0005,50000,72219
350,10.226507112449264,6.920030638388705,0.02973455749452114,0.03735964849591255,1,0.88,6,0.49623735186284745,0.001983853231649846,0.0005,50000,72225
351,8.971420401175667,6.90460121722968,0.029832029715180397,0.0373607150092721,1,0.88,78,0.49524487715912174,0.033500837933761664,0.0005,50000,72303
352,10.163763354865925,6.911946300175559,0.029992137104272842,0.03736259412020445,1,0.88,19,0.4942543874048035,0.058585928354755436,0.0005,50000,72322
353,7.073994620361172,6.870803056514977,0.029977304860949516,0.03736498106271029,1,0.88,177,0.4932658786299939,0.036838940174731896,0.0005,50000,72499
354,-28.54598987634536,6.106849263311046,0.3189338445663452,0.04315057083964348,0,0.86,500,0.4922793468727339,0.03775509164715186,0.0005,50000,72999
355,9.255199127474624,6.089038428191626,0.029878539964556694,0.043150155320763585,1,0.86,70,0.4912947881789884,0.025114454185989288,0.0005,50000,73069
356,7.075795716630805,6.0343803237153075,0.029940318316221237,0.04315016120672226,1,0.86,203,0.4903121986026304,0.03556908056423242,0.0005,50000,73272
357,9.864788295066377,6.042013956759203,0.02977428212761879,0.04314929332584143,1,0.86,27,0.48933157420542517,0.04077481933765941,0.0005,50000,73299
358,10.309281796552545,6.05065017324997,0.028511501848697662,0.04312174767255783,1,0.86,8,0.48835291105701434,0.04938861224218272,0.0005,50000,73307
359,9.791930239827659,6.050143370351152,0.029665479436516762,0.04312674708664417,1,0.86,33,0.48737620523490033,0.04048529041535927,0.0005,50000,73340
360,9.232229665623333,6.0334796934145585,0.02919822372496128,0.043126689344644545,1,0.86,38,0.48640145282443054,0.036084904479426576,0.0005,50000,73378
361,6.474862332173756,6.044292725999384,0.02995825745165348,0.04312756188213825,1,0.86,228,0.48542864991878165,0.041927112171450925,0.0005,50000,73606
362,4.974389325790343,5.94629945686709,0.029983751475811005,0.043135039024055,1,0.86,324,0.48445779261894406,0.042173707933182376,0.0005,50000,73930
363,10.095709687975813,5.946933735307903,0.0297312680631876,0.043140985034406186,1,0.86,27,0.4834888770337062,0.019513889215886593,0.0005,50000,73957
364,-15.627737010392456,5.956178652183066,0.15461120009422302,0.04377926792949438,0,0.86,500,0.4825218992796388,0.03469395657535643,0.0005,50000,74457
365,9.816746422778385,5.9565987437448165,0.029675066471099854,0.04378323510289192,1,0.86,19,0.4815568554810795,0.04708549381527854,0.0005,50000,74476
366,10.378337391047783,6.010510217351076,0.02950409986078739,0.04377444922924042,1,0.86,8,0.4805937417701174,0.05808904019067995,0.0005,50000,74484
367,10.210932644954788,6.012622184054186,0.029659634456038475,0.04377866961061955,1,0.86,19,0.47963255428657714,0.027189163233790743,0.0005,50000,74503
368,-10.357840312389152,5.622007046865598,0.15438856184482574,0.04627311367541551,0,0.84,500,0.478673289178004,0.035397840116056616,0.0005,50000,75003
369,4.997624598189233,5.551549565579989,0.029843851923942566,0.046277424171566967,1,0.84,312,0.477715942599648,0.036358434778193414,0.0005,50000,75315
370,10.163658657784465,5.93004420698326,0.029788270592689514,0.04589643128216267,1,0.86,5,0.4767605107144487,0.03890754394233227,0.0005,50000,75320
371,9.7425306681055,5.972668855232141,0.029626935720443726,0.045894830748438836,1,0.86,23,0.4758069896930198,0.03799695044796428,0.0005,50000,75343
372,7.621741833681282,5.920707692454505,0.02990388497710228,0.045895757116377355,1,0.86,167,0.4748553757136338,0.035540195943893654,0.0005,50000,75510
373,9.110403812442623,6.269049832000283,0.029863927513360977,0.04546332236379385,1,0.88,79,0.47390566496220654,0.042603735688225,0.0005,50000,75589
374,10.124790168546001,6.293211422727918,0.029479747638106346,0.04545864336192608,1,0.88,15,0.47295785363228215,0.06385012494089702,0.0005,50000,75604
375,9.628529565388604,6.293719115252808,0.029738761484622955,0.04545403037220239,1,0.88,59,0.4720119379250176,0.03557673318240539,0.0005,50000,75663
376,5.9045018463429315,6.211374322231361,0.02964332513511181,0.04545043997466564,1,0.88,306,0.4710679140491676,0.038475964443029205,0.0005,50000,75969
377,9.51520736973259,6.20387209756514,0.02992897294461727,0.04546663470566273,1,0.88,42,0.47012577822106927,0.04322000099290606,0.0005,50000,76011
378,-8.076969542982928,5.843886538272298,0.07086181640625,0.04628487508744002,0,0.86,500,0.46918552666462715,0.03179548319138121,0.0005,50000,76511
379,10.399659234384456,6.274852641876063,0.029864098876714706,0.04368256155401468,1,0.88,13,0.46824715561129787,0.0433785673051786,0.0005,50000,76524
380,10.363402368299525,6.711334831635042,0.029615601524710655,0.04273031368851662,1,0.9,11,0.46731066130007526,0.041803159856830134,0.0005,50000,76535
381,9.960800400818755,6.719739500469865,0.029879825189709663,0.04274071734398603,1,0.9,28,0.4663760399774751,0.03570091086606096,0.0005,50000,76563
382,9.903217647223943,6.728469935699807,0.028794096782803535,0.04271740309894085,1,0.9,29,0.46544328789752015,0.039757953932637285,0.0005,50000,76592
383,-19.966885589861217,6.162477472056524,0.17748475074768066,0.04566728800535202,0,0.88,500,0.4645124013217251,0.03754206167568918,0.0005,50000,77092
384,8.437634145093503,6.144211046661461,0.029855620115995407,0.04567285213619471,1,0.88,125,0.46358337651908166,0.044612093684263526,0.0005,50000,77217
385,-14.978079939881953,5.643229082795216,0.16916099190711975,0.04847110513597727,0,0.86,500,0.4626562097660435,0.036872376931249166,0.0005,50000,77717
386,9.776376018828175,5.666054501643429,0.0292186439037323,0.04845663771033287,1,0.86,26,0.4617308973465114,0.036493388671750344,0.0005,50000,77743
387,10.18205394138933,5.673815072025786,0.0298608411103487,0.048457887284457685,1,0.86,9,0.46080743555181836,0.07131819223933336,0.0005,50000,77752
388,9.56560270337838,5.670340328408568,0.02955040894448757,0.048450828604400156,1,0.86,45,0.4598858206807147,0.036348202258038025,0.0005,50000,77797
389,-9.99137997362185,5.272706338262571,0.0764160305261612,0.049387957602739334,0,0.84,500,0.4589660490393533,0.038855624279705805,0.0005,50000,78297
390,10.114360969497422,5.288233100834284,0.029424097388982773,0.049379051998257636,1,0.84,15,0.45804811694127456,0.029865144837337234,0.0005,50000,78312
391,9.320359138594903,5.298472944729034,0.029492851346731186,0.04937450598925352,1,0.84,47,0.457132020707392,0.03762591795678785,0.0005,50000,78359
392,3.742396770893512,5.240573224378867,0.02976243756711483,0.04937526546418667,1,0.84,446,0.45621775666597725,0.03756136082479784,0.0005,50000,78805
393,6.788741455577607,5.196084674091135,0.029897619038820267,0.04938082613050938,1,0.84,190,0.45530532115264527,0.044250694911093694,0.0005,50000,78995
394,8.259586743743775,5.202172970390085,0.02972106821835041,0.04938374821096659,1,0.84,87,0.45439471051033997,0.041292073404491376,0.0005,50000,79082
395,-20.163446224274622,4.592083016401993,0.1900237798690796,0.052602933421730995,0,0.82,500,0.4534859210893193,0.04280513866897672,0.0005,50000,79582
396,10.219732684568179,4.600853349162054,0.029295025393366814,0.05260369710624218,1,0.82,16,0.45257894924714065,0.009362405333376955,0.0005,50000,79598
397,10.110661651038546,4.606441633855057,0.029117558151483536,0.05259639676660299,1,0.82,25,0.4516737913486464,0.025015840963460503,0.0005,50000,79623
398,10.074995289038437,5.0098546323006845,0.029757337644696236,0.05114669382572174,1,0.84,21,0.4507704437659491,0.05129961016410518,0.0005,50000,79644
399,9.83539747166384,5.001430536384884,0.029869066551327705,0.051153826080262664,1,0.84,39,0.4498689028784172,0.0395519332602047,0.0005,50000,79683
400,8.102817979495317,4.958956753725806,0.029796475544571877,0.05115506444126368,1,0.84,116,0.4489691650726603,0.04193733090932224,0.0005,50000,79799
401,10.110992209620356,4.981748189894699,0.029942462220788002,0.05115727309137583,1,0.84,36,0.448071226742515,0.02587214174369971,0.0005,50000,79835
402,7.014190258870157,4.918756727974784,0.029605155810713768,0.051149533465504646,1,0.84,240,0.44717508428902997,0.03991140781484622,0.0005,50000,80075
403,10.256286455413111,4.982402564675823,0.02937915362417698,0.05113757044076919,1,0.84,13,0.4462807341204519,0.07164777806386925,0.0005,50000,80088
404,9.74165282609599,5.74815541872465,0.029382377862930298,0.045346541106700895,1,0.86,24,0.445388172652211,0.024075912680321682,0.0005,50000,80112
405,10.343728063829548,5.7699259974517485,0.02941080927848816,0.04533718649297953,1,0.86,11,0.44449739630690654,0.0372352344724773,0.0005,50000,80123
406,4.851280413471668,5.725435691388565,0.029992390424013138,0.04533822793513537,1,0.86,478,0.4436084015142927,0.036643581325943274,0.0005,50000,80601
407,10.188643293245297,5.731912791352145,0.029181046411395073,0.04532636322081089,1,0.86,11,0.4427211847112641,0.025198605250228535,0.0005,50000,80612
408,9.45500323842067,5.714827220189506,0.029330940917134285,0.045342752002179625,1,0.86,45,0.4418357423418416,0.049597591684303347,0.0005,50000,80657
409,9.340607376240385,5.70580076291776,0.02989344298839569,0.0453473112732172,1,0.86,54,0.44095207085715793,0.03872254488265349,0.0005,50000,80711
410,10.124847723298522,5.723653124071263,0.029965439811348915,0.045362655594944956,1,0.86,5,0.44007016671544363,0.050503259105607864,0.0005,50000,80716
411,8.37192596528687,5.7615943967335275,0.029732944443821907,0.04535814933478832,1,0.86,103,0.43919002638201277,0.05053648052768764,0.0005,50000,80819
412,9.966908445285874,5.861444779123437,0.029936794191598892,0.04535721018910408,1,0.86,20,0.43831164632924874,0.03110848487704061,0.0005,50000,80839
413,10.017357971066712,5.859877744785255,0.02990979701280594,0.045360780768096444,1,0.86,30,0.43743502303659026,0.06024908617449303,0.0005,50000,80869
414,-0.4267009461572009,6.16389846606996,0.029947355389595032,0.042867503874003884,1,0.88,497,0.4365601529905171,0.04469238803862506,0.0005,50000,81366
415,9.278888394722095,6.153141305508836,0.02991236001253128,0.042872249744832516,1,0.88,73,0.43568703268453607,0.0365522395746068,0.0005,50000,81439
416,10.123029173933883,6.148035141166559,0.029810795560479164,0.042878383658826354,1,0.88,21,0.434815658619167,0.030431656338762315,0.0005,50000,81460
417,9.805801004009119,6.139932508347645,0.029973343014717102,0.04288465782999992,1,0.88,33,0.43394602730192866,0.042318437763518006,0.0005,50000,81493
418,8.542991534980308,6.517949145295034,0.029950225725769997,0.040395891107618806,1,0.9,104,0.4330781352473248,0.039441482971037306,0.0005,50000,81597
419,9.977614208693673,6.617548937505123,0.02970074862241745,0.040393029041588306,1,0.9,21,0.43221197897683017,0.04584399532593254,0.0005,50000,81618
420,9.577565176329202,6.605827067876017,0.02984974905848503,0.04039425861090422,1,0.9,45,0.4313475550188765,0.04199426468823933,0.0005,50000,81663
421,-8.953457851909691,6.231907297475712,0.06127177178859711,0.041027155332267286,0,0.88,500,0.4304848599088387,0.03904010109649971,0.0005,50000,82163
422,2.3250440997175987,6.1259733427964385,0.029557378962635994,0.041020225211977956,1,0.88,383,0.42962389018902103,0.04053339420656087,0.0005,50000,82546
423,6.7069833031800155,6.077904932611188,0.029666008427739143,0.04101626683026552,1,0.88,170,0.428764642408643,0.042057643108316424,0.0005,50000,82716
424,9.57748388654503,6.066958806971169,0.029968662187457085,0.04102604512125254,1,0.88,35,0.4279071131238257,0.06092571038752794,0.0005,50000,82751
425,9.395748965199163,6.062303194967379,0.029759002849459648,0.04102644994854927,1,0.88,35,0.42705129889757804,0.058286067134966806,0.0005,50000,82786
426,9.583252978546192,6.1358782176114435,0.029748212546110153,0.04102854769676924,1,0.88,25,0.42619719629978287,0.05936823032796383,0.0005,50000,82811
427,8.52622785812732,6.116098627379338,0.029854990541934967,0.041027068048715594,1,0.88,141,0.4253448019071833,0.028962081753572858,0.0005,50000,82952
428,-14.748656380350495,5.9826648906319875,0.1659032702445984,0.04292789712548256,0,0.88,500,0.424494112303369,0.04284684645594097,0.0005,50000,83452
429,-11.664248873254687,5.541386728479205,0.09058219194412231,0.04414225898683071,0,0.86,500,0.42364512407876226,0.04291382265707944,0.0005,50000,83952
430,10.409238640071013,5.542303453914634,0.029536494985222816,0.04414067685604096,1,0.86,10,0.4227978338306047,0.021392129873856903,0.0005,50000,83962
431,10.457345978399523,5.552234365466249,0.028811510652303696,0.044119310565292835,1,0.86,10,0.42195223816294347,0.052078624395653604,0.0005,50000,83972
432,9.955197787595559,5.553273968273682,0.029943019151687622,0.04414228901267052,1,0.86,23,0.4211083336866176,0.06422874448901933,0.0005,50000,83995
433,-10.274948553451672,5.747112709001873,0.0774967223405838,0.04214252844452858,0,0.86,500,0.4202661170192444,0.03821798211755231,0.0005,50000,84495
434,10.085691809628477,5.780073862292572,0.029817836359143257,0.04214177276939154,1,0.86,22,0.41942558478520586,0.023379501119383018,0.0005,50000,84517
435,10.1909481853825,6.283454424797862,0.029441334307193756,0.039347379617393013,1,0.88,21,0.4185867336156355,0.025224308788199864,0.0005,50000,84538
436,-21.723628685818074,5.653454330704936,0.25021442770957947,0.04376729529350996,0,0.86,500,0.4177495601484042,0.040093642304767856,0.0005,50000,85038
437,8.477955262549466,5.619372357128139,0.029685480520129204,0.04376378808170557,1,0.86,120,0.4169140610281074,0.03420488712775598,0.0005,50000,85158
438,10.071849097261586,5.629497285005803,0.02960057556629181,0.043764791414141656,1,0.86,8,0.4160802329060512,0.03522703447379172,0.0005,50000,85166
439,8.205525993027038,5.99343540433878,0.02999775856733322,0.04283642597496509,1,0.88,136,0.4152480724402391,0.027075939106426257,0.0005,50000,85302
440,10.056269619923098,5.992273577347294,0.02966524288058281,0.042841248884797095,1,0.88,24,0.41441757629535864,0.04542231850549191,0.0005,50000,85326
441,8.56194241683384,5.9771052429120735,0.029778780415654182,0.042846967466175556,1,0.88,81,0.4135887411427679,0.03325633592127512,0.0005,50000,85407
442,4.3986509520150445,5.990230326534503,0.029978709295392036,0.0428512929007411,1,0.88,343,0.41276156366048233,0.0420056081576539,0.0005,50000,85750
443,9.944516400294342,6.053345825428838,0.029904300346970558,0.04285142652690411,1,0.88,42,0.41193604053316135,0.03507933653114984,0.0005,50000,85792
444,9.170287385671939,6.071559838267401,0.02901308611035347,0.042837266884744166,1,0.88,71,0.41111216845209503,0.03321506665088236,0.0005,50000,85863
445,-10.616030494119551,6.262508152870502,0.09022615104913712,0.04084131430834532,0,0.88,500,0.4102899441151908,0.039660294233355674,0.0005,50000,86363
446,9.965264172155283,6.257418782622244,0.0297748614102602,0.040850911028683184,1,0.88,28,0.40946936422696045,0.04892522338611473,0.0005,50000,86391
447,9.594165355785517,6.247088856717185,0.029782099649310112,0.04086420185863972,1,0.88,35,0.40865042549850655,0.06184515081279512,0.0005,50000,86426
448,8.708292563970753,6.21975480221583,0.029940562322735786,0.04086786635220051,1,0.88,88,0.40783312464750954,0.03920738524175249,0.0005,50000,86514
449,6.570881068633769,6.15446447415523,0.029786182567477226,0.040866208672523496,1,0.88,170,0.4070174583982145,0.046550674303708704,0.0005,50000,86684
450,10.155143440056301,6.195510983366448,0.029869358986616135,0.040867666341364385,1,0.88,9,0.4062034234814181,0.03093107170166655,0.0005,50000,86693
451,10.116730114366872,6.19562574146138,0.029928548261523247,0.040867388062179086,1,0.88,16,0.40539101663445526,0.032193641673075035,0.0005,50000,86709
452,9.493705399881783,6.245216044281611,0.029052674770355225,0.04085633844137192,1,0.88,40,0.40458023460118636,0.05232263247598894,0.0005,50000,86749
453,9.05091202791024,6.221108555731554,0.02967168763279915,0.04086218912154436,1,0.88,41,0.403771074131984,0.04585003409614196,0.0005,50000,86790
454,10.264779582685088,6.231571090863335,0.029905088245868683,0.04087264332920313,1,0.88,6,0.40296353198372004,0.0019854079194677374,0.0005,50000,86796
455,9.464606437218066,6.213988658331107,0.02963120862841606,0.04087705131620169,1,0.88,34,0.4021576049197526,0.033054598453043794,0.0005,50000,86830
456,9.632285081700266,6.30960875169568,0.029979657381772995,0.04087679665535689,1,0.88,34,0.40135328970991313,0.05575445888783125,0.0005,50000,86864
457,10.134005161610565,6.308515989062983,0.029751036316156387,0.04088819645345211,1,0.88,24,0.4005505831304933,0.04417264801062023,0.0005,50000,86888
458,10.203581436494746,6.323487553024465,0.029613781720399857,0.04089385326951742,1,0.88,12,0.3997494819642323,0.10030739884435509,0.0005,50000,86900
459,9.851798942336028,6.333711384346378,0.029928896576166153,0.04089456234127283,1,0.88,43,0.3989499830003039,0.05518820543697667,0.0005,50000,86943
460,10.166960278783312,6.334553635456075,0.029939983040094376,0.04089405320584774,1,0.88,24,0.3981520830343033,0.06727883720304817,0.0005,50000,86967
461,0.26006544783826335,6.172316425107102,0.029915107414126396,0.04089769646525383,1,0.88,487,0.39735577886823464,0.04314515136554742,0.0005,50000,87454
462,-20.76185646748875,5.557741126851609,0.24821005761623383,0.04526316173374653,0,0.86,500,0.39656106731049817,0.03989033371419646,0.0005,50000,87954
463,7.975100550408142,5.516895978438438,0.02987673692405224,0.04526250053197146,1,0.86,103,0.39576794517587716,0.04592304073898031,0.0005,50000,88057
464,9.604158410361153,5.717513165568805,0.02972361631691456,0.04525802575051784,1,0.86,44,0.3949764092855254,0.02306677702687342,0.0005,50000,88101
465,9.67759456429201,5.725487288960203,0.02974160946905613,0.04525461073964834,1,0.86,41,0.3941864564669544,0.04053434056354823,0.0005,50000,88142
466,10.303262016467167,5.729091945810869,0.029985085129737854,0.04525809653103351,1,0.86,16,0.39339808355402045,0.04169381302926922,0.0005,50000,88158
467,10.128622137501393,5.735548368480716,0.029953766614198685,0.045257705003023146,1,0.86,5,0.3926112873869124,0.016167695401236415,0.0005,50000,88163
468,9.194422477396055,5.74857698732903,0.029994230717420578,0.04525858510285616,1,0.86,80,0.3918260648121386,0.04148978776211152,0.0005,50000,88243
469,10.334642473566985,5.755717552626496,0.029348455369472504,0.04525153923779726,1,0.86,8,0.39104241268251433,0.007139648238080554,0.0005,50000,88251
470,6.419390367950966,5.69255405645893,0.029707320034503937,0.04524869065731764,1,0.86,221,0.3902603278571493,0.03910912737741274,0.0005,50000,88472
471,9.844032313821927,6.068503859773562,0.029886573553085327,0.0446209866926074,1,0.88,19,0.389479807201435,0.02760451326857468,0.0005,50000,88491
472,10.485220656117209,6.231707390901557,0.029724497348070145,0.04462432906031608,1,0.88,8,0.3887008475870321,0.07080838253023103,0.0005,50000,88499
473,10.130503993604483,6.300177804710046,0.029696108773350716,0.04462493106722832,1,0.88,5,0.38792344589185807,0.011897414294071495,0.0005,50000,88504
474,1.1323430647984019,6.131274988275112,0.029836786910891533,0.04462229356169701,1,0.88,320,0.38714759900007434,0.03962053803661547,0.0005,50000,88824
475,3.698506654927929,6.017330142069689,0.02995876967906952,0.04462628889828921,1,0.88,260,0.3863733038020742,0.0434531796734798,0.0005,50000,89084
476,10.328965557014797,6.0322443936390595,0.028854569420218468,0.04460841603577137,1,0.88,7,0.38560055719447006,0.08628653249304209,0.0005,50000,89091
477,9.768828028569544,6.057096397047904,0.028920946642756462,0.0445897351577878,1,0.88,26,0.3848293560800811,0.05108895273252319,0.0005,50000,89117
478,10.344654847312428,6.558962621601162,0.02890460193157196,0.041849761791527273,1,0.9,7,0.38405969736792095,0.031244581249276444,0.0005,50000,89124
479,8.737435036206163,6.966996299790379,0.029903646558523178,0.04063619088381529,1,0.92,78,0.3832915779731851,0.04104700084859266,0.0005,50000,89202
480,10.004501848510372,6.958901563959165,0.029829228296875954,0.04064204555004835,1,0.92,17,0.38252499481723873,0.04668244972195038,0.0005,50000,89219
481,9.997205301406103,6.949698750419298,0.029760008677840233,0.04066101551055908,1,0.92,21,0.3817599448276042,0.007657406203049634,0.0005,50000,89240
482,10.381496807416687,6.95822473081572,0.029274702072143555,0.0406476491689682,1,0.92,10,0.380996424937949,0.036430176440626384,0.0005,50000,89250
483,10.425817834061096,7.372240058565976,0.028998300433158875,0.0396776807308197,1,0.94,10,0.3802344320880731,0.04809733156580478,0.0005,50000,89260
484,8.69675182156303,7.344461258804667,0.029469631612300873,0.039670716635882855,1,0.94,106,0.379473963223897,0.04637926954112701,0.0005,50000,89366
485,9.46738734779958,7.3299900420530095,0.02960989437997341,0.039674087837338445,1,0.94,56,0.37871501529744916,0.040636088902829215,0.0005,50000,89422
486,10.12368495033637,7.966936314776097,0.02897866815328598,0.03524937264621258,1,0.96,4,0.37795758526685425,0.15769318043021485,0.0005,50000,89426
