episode,episode_return,return_ma50,final_distance,distance_ma50,success,success_ma50,episode_steps,epsilon,mean_loss,learning_rate,buffer_size,total_steps
45,-43.91411256712317,-12.256858178705624,0.6278383135795593,0.166982130250997,0,0.35555555555555557,500,0.913848825339242,0.009996425336168614,0.0005,16358,16358
46,-27.313761922436484,-12.584182173134556,0.28748682141304016,0.16960179745017187,0,0.34782608695652173,500,0.9120211276885636,0.010277215706650168,0.0005,16858,16858
47,9.480267215949173,-12.11472580315405,0.02935837209224701,0.16661789478298197,1,0.3617021276595745,44,0.9101970854331864,0.01877377287812785,0.0005,16902,16902
48,-17.741454908859694,-12.231949326189584,0.2459118813276291,0.16826985283599546,0,0.3541666666666667,500,0.9083766912623201,0.008033963980036788,0.0005,17402,17402
49,1.5480102380569551,-11.950725661613124,0.02989337593317032,0.16544584310328475,1,0.3673469387755102,224,0.9065599378797955,0.005860477914861154,0.0005,17626,17626
50,-14.082097531418892,-11.993353099009239,0.257639080286026,0.16728970784693956,0,0.36,500,0.9047468180040359,0.010158278422255534,0.0005,18126,18126
51,6.452838557388635,-12.028406352286506,0.029923448339104652,0.16729307789355516,1,0.36,226,0.9029373243680279,0.011103171990170614,0.0005,18352,18352
52,2.754622788605908,-11.588363656799345,0.029917938634753227,0.16391434118151665,1,0.38,297,0.9011314497192918,0.011816725640883825,0.0005,18649,18649
53,8.662112741338218,-10.488793293105742,0.029959145933389664,0.15589544169604777,1,0.4,78,0.8993291868198532,0.006940263759297056,0.0005,18727,18727
54,6.810623375607074,-10.440404939643784,0.029372507706284523,0.15588649816811084,1,0.4,127,0.8975305284462135,0.007282649417587475,0.0005,18854,18854
55,5.313050758485669,-10.510203357493035,0.029414178803563118,0.15587879177182912,1,0.4,251,0.8957354673893211,0.01080969241317881,0.0005,19105,19105
56,-18.155922484151766,-10.047637895376873,0.22343865036964417,0.15291832562536,0,0.4,500,0.8939439964545425,0.011989761690492741,0.0005,19605,19605
57,10.065978845060924,-10.050543848719327,0.0297204852104187,0.1529242279008031,1,0.4,10,0.8921561084616334,0.015511933830566704,0.0005,19615,19615
58,9.064001913466194,-9.14240168425118,0.029893098399043083,0.14492903605103494,1,0.42,49,0.8903717962447101,0.008463943498304151,0.0005,19664,19664
59,4.482699756451247,-8.539499623890975,0.029807183891534805,0.138402641043067,1,0.44,394,0.8885910526522206,0.014029523798443027,0.0005,20058,20058
60,-14.900224598104144,-9.04316801841807,0.11094360053539276,0.14003879960626364,0,0.42,500,0.8868138705469162,0.009479267518501729,0.0005,20558,20558
61,5.006397749009058,-9.145199957156272,0.029722971841692924,0.14003331933170557,1,0.42,327,0.8850402428058224,0.011508321222943176,0.0005,20885,20885
62,8.245558707891451,-8.095419930741553,0.029455671086907387,0.1289575033634901,1,0.44,64,0.8832701623202107,0.009142787101154681,0.0005,20949,20949
63,-19.44791817984504,-8.183837579316545,0.2222965508699417,0.12886772654950618,0,0.44,500,0.8815036219955703,0.010260439523553941,0.0005,21449,21449
64,7.226629397505491,-7.798879044012824,0.029989374801516533,0.12703713987022638,1,0.46,156,0.8797406147515792,0.010611207418827316,0.0005,21605,21605
65,-12.500720005817197,-7.598545543644858,0.15682655572891235,0.12554533187299965,0,0.46,500,0.877981133522076,0.011792321379296481,0.0005,22105,22105
66,3.85159321264096,-7.07340001966846,0.029967984184622765,0.12181132659316063,1,0.48,328,0.8762251712550319,0.010470727086812542,0.0005,22433,22433
67,9.462341253343123,-7.093022661399117,0.029828296974301338,0.12181260704994201,1,0.48,69,0.8744727209125218,0.011110262585925344,0.0005,22502,22502
68,-11.357717962590074,-6.613211177965598,0.14314541220664978,0.11740357041358948,0,0.48,500,0.8727237754706968,0.013773704303777777,0.0005,23002,23002
69,-22.95627230141265,-6.810629326117697,0.2849231958389282,0.12045189023017883,0,0.48,500,0.8709783279197554,0.014093506818520837,0.0005,23502,23502
70,7.685668889286177,-6.549624234414994,0.029980940744280815,0.12045806735754012,1,0.48,142,0.8692363712639158,0.01329988888776402,0.0005,23644,23644
71,-43.722308423475006,-7.600797574759509,0.5310825109481812,0.1304936118423939,0,0.46,500,0.867497898521388,0.012293429364799522,0.0005,24144,24144
72,-27.269771940587304,-7.674457331839623,0.40160858631134033,0.13484809055924415,0,0.46,500,0.8657629027243453,0.010907607719535008,0.0005,24644,24644
73,10.226765209722974,-7.249567646242657,0.028796017169952393,0.13401470541954041,1,0.48,9,0.8640313769188966,0.0016467442684289482,0.0005,24653,24653
74,1.5315512679337075,-6.717163991958134,0.02982751652598381,0.12797053419053556,1,0.5,427,0.8623033141650589,0.015530385564335466,0.0005,25080,25080
75,-21.240374610942418,-7.346864472634431,0.20988774299621582,0.1315772420167923,0,0.48,500,0.8605787075367288,0.013998071292648092,0.0005,25580,25580
76,9.984275571200262,-7.333387863716665,0.029477311298251152,0.13157497759908438,1,0.48,16,0.8588575501216553,0.016420536834630184,0.0005,25596,25596
77,-11.038410507022686,-7.2442977125629,0.15759433805942535,0.13268289428204297,0,0.48,500,0.857139835021412,0.013002151733380742,0.0005,26096,26096
78,-20.57602144537088,-7.839271941871247,0.3238959014415741,0.13856081556528807,0,0.46,500,0.8554255553513692,0.015380993550876156,0.0005,26596,26596
79,-57.47474079619506,-8.72250392207106,1.0258641242980957,0.15782389637082817,0,0.46,500,0.8537147042406664,0.010440347654744983,0.0005,27096,27096
80,-14.31434433683864,-9.195933285349204,0.20559899508953094,0.16133867349475622,0,0.44,500,0.8520072748321851,0.012126761536695995,0.0005,27596,27596
81,10.052845362212688,-9.054594788780678,0.0299374982714653,0.16134656690061092,1,0.44,36,0.8503032602825207,0.011977173232783874,0.0005,27632,27632
82,-49.99780210637865,-9.823494757871915,0.7121897339820862,0.17381574817001819,0,0.44,500,0.8486026537619556,0.01206950496463105,0.0005,28132,28132
83,-23.486253610297716,-10.474857427612593,0.21814149618148804,0.1775862617790699,0,0.42,500,0.8469054484544317,0.011012437849072739,0.0005,28632,28632
84,8.343553295054672,-9.894041374197746,0.02983376942574978,0.17431357767432928,1,0.44,124,0.8452116375575228,0.009588296951880048,0.0005,28756,28756
85,10.15808253402875,-9.312214943549884,0.029474619776010513,0.17170693550258875,1,0.46,14,0.8435212142824078,0.0013659346274965043,0.0005,28770,28770
86,-24.937627827052307,-9.465294564859423,0.3748869299888611,0.17470419201999904,0,0.46,500,0.841834171853843,0.011755914713838137,0.0005,29270,29270
87,-12.947703641697371,-9.403188586889863,0.1408415585756302,0.1737176013365388,0,0.46,500,0.8401505035101353,0.01199496464675758,0.0005,29770,29770
88,9.68566632993015,-9.218164009685815,0.02971038781106472,0.17371879905462265,1,0.46,34,0.838470202503115,0.00842344036209397,0.0005,29804,29804
89,5.894956109631291,-8.733985503915845,0.02998352237045765,0.1693608996644616,1,0.48,103,0.8367932620981088,0.01923723122245153,0.0005,29907,29907
90,9.083159379793308,-8.188649617607242,0.029892131686210632,0.16609825734049083,1,0.5,71,0.8351196755739125,0.011679471697507453,0.0005,29978,29978
91,-8.81679825105421,-7.957837291624038,0.048982296139001846,0.16316981863230468,0,0.5,500,0.8334494362227647,0.011110889568924904,0.0005,30478,30478
92,10.032656626157324,-7.311048211233502,0.029242990538477898,0.16179923824965953,1,0.52,12,0.8317825373503192,0.019650091863392543,0.0005,30490,30490
93,-23.5976839192569,-7.566347581336001,0.21922007203102112,0.16419156022369863,0,0.52,500,0.8301189722756185,0.01291803198424168,0.0005,30990,30990
94,-19.490695267540037,-7.403496641194339,0.13191087543964386,0.16069071926176548,0,0.52,500,0.8284587343310672,0.012980769464396871,0.0005,31490,31490
95,6.515914741996376,-6.394896095011948,0.029787076637148857,0.14872969452291726,1,0.54,204,0.8268018168624051,0.01469971799587274,0.0005,31694,31694
96,-22.856430427328473,-6.305749465109787,0.2823038101196289,0.14862603429704904,0,0.54,500,0.8251482132286803,0.013347174917464144,0.0005,32194,32194
97,9.779002765624107,-6.299774754116288,0.02978040650486946,0.1486344749853015,1,0.54,43,0.823497916802223,0.011082806864071117,0.0005,32237,32237
98,9.70610251146455,-5.750823605709803,0.02991132065653801,0.14431446377187968,1,0.56,63,0.8218509209686186,0.016068326937596477,0.0005,32300,32300
99,9.976791377070722,-5.582247982929529,0.02989122085273266,0.14431442067027092,1,0.56,35,0.8202072191266814,0.012463211660672512,0.0005,32335,32335
100,7.378747757719895,-5.153031077146753,0.029838990420103073,0.13975841887295246,1,0.58,211,0.818566804688428,0.013617925244930832,0.0005,32546,32546
101,-7.828936145893113,-5.438666571212387,0.06451420485973358,0.14045023400336504,0,0.56,500,0.8169296710790511,0.012769264363101683,0.0005,33046,33046
102,3.8742212750727196,-5.4162746014830505,0.029763974249362946,0.14044715471565725,1,0.56,217,0.815295811736893,0.016527781969532886,0.0005,33263,33263
103,-1.306749661482339,-5.615651849539462,0.029917920008301735,0.14044633019715547,1,0.56,464,0.8136652201134192,0.012287321085248801,0.0005,33727,33727
104,-11.021771886278602,-5.9722997547771755,0.11497391015291214,0.14215835824608802,0,0.54,500,0.8120378896731923,0.016672683035954834,0.0005,34227,34227
105,10.153020844145724,-5.875500353063976,0.029794294387102127,0.14216596055775882,1,0.54,9,0.8104138138938459,0.011499096755869687,0.0005,34236,34236
106,10.290894567876169,-5.306564012023416,0.02940797433257103,0.13828534703701734,1,0.56,9,0.8087929862660582,0.013111222069710493,0.0005,34245,34245
107,10.042608096611819,-5.307031426992397,0.029804810881614685,0.13828703355044125,1,0.56,34,0.8071754002935261,0.01389478932319702,0.0005,34279,34279
108,9.107548688563323,-5.306160491490456,0.02989303506910801,0.13828703228384256,1,0.56,83,0.805561049492939,0.012453796273989445,0.0005,34362,34362
109,8.81459687289008,-5.219522549161679,0.029296256601810455,0.13827681373804807,1,0.56,107,0.8039499273939532,0.013815403395880745,0.0005,34469,34469
110,9.327586327370435,-4.734966330652187,0.02982988953590393,0.1366545395180583,1,0.58,39,0.8023420275391653,0.017521355089206152,0.0005,34508,34508
111,-13.369763334464809,-5.102489552321665,0.14622008800506592,0.13898448184132575,0,0.56,500,0.800737343484087,0.013775190282147378,0.0005,35008,35008
112,6.86911809648694,-5.1300183645497555,0.029513517394661903,0.13898563876748085,1,0.56,232,0.7991358687971188,0.01601622550766353,0.0005,35240,35240
113,7.563886595634935,-4.589782269040155,0.029409488663077354,0.13512789752334356,1,0.58,167,0.7975375970595246,0.014140037773734706,0.0005,35407,35407
114,7.325218963674833,-4.5878104777167685,0.029481470584869385,0.13511773943901062,1,0.58,117,0.7959425218654056,0.016661913940109886,0.0005,35524,35524
115,9.6810348234083,-4.144175381132258,0.02976217307150364,0.13257645178586244,1,0.6,31,0.7943506368216747,0.007666982368626181,0.0005,35555,35555
116,-14.39733865972883,-4.509154018579654,0.1580413579940796,0.13513791926205157,0,0.58,500,0.7927619355480314,0.014343529531382956,0.0005,36055,36055
117,6.20355159046774,-4.574329811837162,0.029811380431056023,0.13513758093118666,1,0.58,263,0.7911764116769353,0.013501163370448727,0.0005,36318,36318
118,9.384841855566684,-4.159478615474027,0.029890993610024452,0.13287249255925418,1,0.6,45,0.7895940588535815,0.01594379842798743,0.0005,36363,36363
119,10.388634345868983,-3.4925804825283944,0.02980058081448078,0.12777004025876523,1,0.62,11,0.7880148707358743,0.0027979656799950385,0.0005,36374,36374
120,-9.159873069593978,-3.829491321705998,0.07599083334207535,0.1286902381107211,0,0.6,500,0.7864388409944025,0.016036240829504094,0.0005,36874,36874
121,4.7123443266625165,-2.860798266703247,0.029895903542637825,0.11866650596261025,1,0.62,317,0.7848659633124138,0.016210277273601702,0.0005,37191,37191
122,9.121869893259882,-2.132965430026303,0.029976148158311844,0.11123385719954967,1,0.64,47,0.783296231385789,0.016119380454295017,0.0005,37238,37238
123,9.959281529011445,-2.1383151036405335,0.029592135921120644,0.11124977957457304,1,0.64,24,0.7817296389230174,0.022046328536816873,0.0005,37262,37262
124,9.306529662519138,-1.9828155357488253,0.02959296852350235,0.11124508861452341,1,0.64,48,0.7801661796451713,0.021331467009683063,0.0005,37310,37310
125,9.672740743866306,-1.364553228652651,0.02949240431189537,0.107637181840837,1,0.66,55,0.778605847285881,0.0188386590664529,0.0005,37365,37365
126,-24.300887370855804,-2.0502564874937717,0.19532181322574615,0.1109540718793869,0,0.64,500,0.7770486355913092,0.0194117861679988,0.0005,37865,37865
127,9.309117962362652,-1.643305918106065,0.029950598254799843,0.10840119708329439,1,0.66,45,0.7754945383201266,0.02379949846977575,0.0005,37910,37910
128,7.938848415616992,-1.0730085208863078,0.029601722955703735,0.10251531351357698,1,0.68,128,0.7739435492434863,0.016135210909396847,0.0005,38038,38038
129,10.255109589195106,0.2815884868214955,0.029256094247102737,0.08258315291255712,1,0.7,7,0.7723956621449993,0.012944880141211408,0.0005,38045,38045
130,9.056592581542057,0.7490072251891096,0.029646823182702065,0.07906410947442055,1,0.72,92,0.7708508708207094,0.014154118090948981,0.0005,38137,38137
131,10.31173413174868,0.7541850005798294,0.029784509912133217,0.0790610497072339,1,0.72,7,0.769309169079068,0.001732043406393911,0.0005,38144,38144
132,9.632670735102767,1.9467944574094573,0.029934097081422806,0.06541593696922064,1,0.74,39,0.7677705507409098,0.01652076966368044,0.0005,38183,38183
133,-15.934914852484525,2.0978212325657215,0.16201314330101013,0.06429336991161108,0,0.74,500,0.766235009639428,0.01627764266426675,0.0005,38683,38683
134,7.684211525636973,2.0846343971773673,0.029881983995437622,0.06429433420300484,1,0.74,98,0.7647025396201492,0.016704783141755556,0.0005,38781,38781
135,9.894657543424835,2.0793658973652898,0.029977835714817047,0.06430439852178096,1,0.74,27,0.763173134540909,0.021924680799539027,0.0005,38808,38808
136,0.15452328351809186,2.5812089195766976,0.02976236306130886,0.057401907183229926,1,0.76,384,0.7616467882718272,0.01786677992777186,0.0005,39192,39192
137,10.212801828014417,3.044419028970933,0.02933485247194767,0.055171773061156275,1,0.78,19,0.7601234946952835,0.011794343915473866,0.0005,39211,39211
138,6.382831197313369,2.978362326318597,0.02963872253894806,0.05517033975571394,1,0.78,228,0.7586032477058929,0.014455773043058192,0.0005,39439,39439
139,9.788517464853406,3.05623355342304,0.029786571860313416,0.05516640074551105,1,0.78,41,0.7570860412104812,0.015794127672717612,0.0005,39480,39480
140,5.791552976493869,2.9904014253570512,0.029885798692703247,0.055166274085640905,1,0.78,274,0.7555718691280602,0.02014659442849641,0.0005,39754,39754
141,9.727620192306802,3.361289794224271,0.029863981530070305,0.054783907793462275,1,0.8,21,0.7540607253898041,0.03419534665521323,0.0005,39775,39775
142,10.013772341708103,3.3609121085352864,0.029959259554743767,0.0547982331737876,1,0.8,13,0.7525526039390245,0.010400681675841602,0.0005,39788,39788
143,8.790599736707858,4.0086777816545816,0.029888857156038284,0.05101160887628794,1,0.82,71,0.7510474987311464,0.027675916874472996,0.0005,39859,39859
144,7.175029822260903,4.5419922834506,0.02980959787964821,0.04896958332508802,1,0.84,231,0.7495454037336841,0.016564795471227918,0.0005,40090,40090
145,8.965787367815418,4.590989735966982,0.029655829071998596,0.04896695837378502,1,0.84,52,0.7480463129262167,0.010443120604927221,0.0005,40142,40142
146,5.970788219984014,5.167534108913231,0.02994418889284134,0.04391976594924927,1,0.86,198,0.7465502203003642,0.020371304621221498,0.0005,40340,40340
147,10.29763483540193,5.177906750308787,0.029032913967967033,0.04390481609851122,1,0.86,10,0.7450571198597635,0.0032040782272815703,0.0005,40350,40350
148,10.061886186602722,5.185022423811551,0.029777806252241135,0.04390214581042528,1,0.86,13,0.743567005620044,0.03244957980664017,0.0005,40363,40363
149,8.80603810211517,5.16160735831244,0.029901104047894478,0.04390234347432852,1,0.86,103,0.7420798716088038,0.013086242751598141,0.0005,40466,40466
150,-22.23154301909873,4.569401542776067,0.43886879086494446,0.05208293948322534,0,0.84,500,0.7405957118655863,0.020155182366259395,0.0005,40966,40966
151,9.390132411841785,4.913782913930764,0.029898932203650475,0.05139063403010368,1,0.86,54,0.7391145204418551,0.011922228540276626,0.0005,41020,41020
152,-23.693789540137335,4.362422697626565,0.23148195445537567,0.055424993634223936,0,0.84,500,0.7376362914009714,0.019065980663872325,0.0005,41520,41520
153,9.714164831802137,4.582840987492253,0.02974063903093338,0.05542144801467657,1,0.84,53,0.7361610188181695,0.016675899740976264,0.0005,41573,41573
154,9.466899255769125,4.992614410333208,0.02966981939971447,0.05371536619961262,1,0.86,27,0.7346886967805332,0.0171439133938057,0.0005,41600,41600
155,-13.843025526002725,4.512693482930239,0.22138255834579468,0.05754713147878647,0,0.84,500,0.733219319386972,0.017521183045813814,0.0005,42100,42100
156,-8.993423704513672,4.127007117482443,0.06186402961611748,0.058196252584457396,0,0.82,500,0.7317528807481981,0.01700780324207153,0.0005,42600,42600
157,9.19023622625728,4.1099596800753515,0.029966341331601143,0.05819948319345713,1,0.82,63,0.7302893749867018,0.015321819507147349,0.0005,42663,42663
158,2.988042850373784,3.9875695633115606,0.029914498329162598,0.058199912458658215,1,0.82,340,0.7288287962367284,0.02166232930801069,0.0005,43003,43003
159,7.651607287321496,3.964309771600189,0.02976299449801445,0.0582092472165823,1,0.82,138,0.727371138644255,0.020002056472931407,0.0005,43141,43141
160,-9.432841663020472,3.5891012117923715,0.1107950359582901,0.059828550145030024,0,0.8,500,0.7259163963669665,0.018486429178039544,0.0005,43641,43641
161,-27.439725839911365,3.3077019616834393,0.56142657995224,0.0681326799839735,0,0.8,500,0.7244645635742325,0.02124183659872506,0.0005,44141,44141
162,-17.0293884616054,2.829731830521593,0.13937853276729584,0.07032998029142618,0,0.78,500,0.723015634447084,0.019528749788412823,0.0005,44641,44641
163,9.618143889983623,2.870816976408567,0.02962353266775608,0.07033426117151975,1,0.78,38,0.7215696031781899,0.02207678754654664,0.0005,44679,44679
164,5.800493917874339,2.8403224754925573,0.029939547181129456,0.07034342270344496,1,0.78,341,0.7201264639718334,0.018935252052541998,0.0005,45020,45020
165,10.406305277921563,2.854827884582823,0.029126372188329697,0.07033070668578148,1,0.78,11,0.7186862110438897,0.027804983917369762,0.0005,45031,45031
166,10.173055164924728,3.346235761075894,0.02960851974785328,0.06776204992085695,1,0.8,21,0.717248838621802,0.01572353169710065,0.0005,45052,45052
167,8.498909827512874,3.3921429258167963,0.029834819957613945,0.06776251871138811,1,0.8,107,0.7158143409445584,0.027218471807819382,0.0005,45159,45159
168,9.714934591143159,3.398744780528326,0.0299941748380661,0.06776458233594894,1,0.8,38,0.7143827122626694,0.023905468571588005,0.0005,45197,45197
169,9.160139044942019,3.374174874509787,0.029933176934719086,0.06776723425835371,1,0.8,85,0.7129539468381441,0.018938108480206745,0.0005,45282,45282
170,10.18817868467689,3.7611359095952044,0.029043274000287056,0.06682828307151795,1,0.82,5,0.7115280389444678,0.02885427847504616,0.0005,45287,45287
171,-20.257937101275907,3.261730281036435,0.22651174664497375,0.07076059993356466,0,0.8,500,0.7101049828665789,0.0206598985978635,0.0005,45787,45787
172,5.82387844983368,3.1957704521679116,0.029970094561576843,0.07076047886162996,1,0.8,193,0.7086847729008457,0.01741679841435365,0.0005,45980,45980
173,9.696164460380556,3.190508110795293,0.029684212058782578,0.0707623203843832,1,0.8,38,0.707267403355044,0.031170437801751848,0.0005,46018,46018
174,8.764549033298863,3.1796684982108876,0.029984094202518463,0.07077014289796352,1,0.8,96,0.705852868548334,0.022790724977918824,0.0005,46114,46114
175,8.852228395553157,3.163258251244625,0.029936034232378006,0.07077901549637318,1,0.8,105,0.7044411628112373,0.02157195528215241,0.0005,46219,46219
176,9.778279590286784,3.8448415904674764,0.02994416281580925,0.06747146248817444,1,0.82,28,0.7030322804856147,0.0020841487525363584,0.0005,46247,46247
177,6.546149530495614,3.7895822218301363,0.029924334958195686,0.06747093722224236,1,0.82,272,0.7016262159246435,0.024631947573652724,0.0005,46519,46519
178,10.471541052482884,3.8402360745674535,0.02988632582128048,0.06747662927955389,1,0.82,11,0.7002229634927942,0.003028618055395782,0.0005,46530,46530
179,10.436443367735604,3.8438627501382636,0.02906009554862976,0.06747270930558442,1,0.82,12,0.6988225175658086,0.020500046530893695,0.0005,46542,46542
180,8.116869886368288,3.825068296234788,0.02979087643325329,0.06747559037059546,1,0.82,100,0.697424872530677,0.01953450355795212,0.0005,46642,46642
181,9.243506797266049,3.803703749545136,0.029944496229290962,0.0674787900969386,1,0.82,62,0.6960300227856157,0.024108319509504064,0.0005,46704,46704
182,8.430267785232745,3.779655690547736,0.029859764501452446,0.0674773034453392,1,0.82,99,0.6946379627400444,0.02308782471421485,0.0005,46803,46803
183,10.190078827836976,4.302155564154166,0.029909661039710045,0.0648352338001132,1,0.84,20,0.6932486868145643,0.029519128444371746,0.0005,46823,46823
184,8.42865420639581,4.317044417769342,0.029631905257701874,0.06483023222535848,1,0.84,83,0.6918621894409351,0.015923584930609958,0.0005,46906,46906
185,8.359896429620152,4.2863491954932496,0.029917456209659576,0.06482902463525533,1,0.84,88,0.6904784650620532,0.017327999156391757,0.0005,46994,46994
