episode,episode_return,final_distance,success,episode_steps,epsilon,mean_abs_td_error
188,7.165410382254356,0.029467372223734856,1,119,0.7541140128430299,0.44201411189366524
189,-51.6505263986083,0.6288310289382935,0,500,0.7529828418237654,0.10793588460497508
190,-20.588557055996482,0.1396370381116867,0,500,0.7518533675610298,0.14983640039662136
191,-40.70490764368387,0.5715232491493225,0,500,0.7507255875096883,0.10462539611942696
192,7.486834576008702,0.02976749837398529,1,125,0.7495994991284238,0.32451374646570347
193,10.078761183979065,0.029655110090970993,1,5,0.7484750998797313,3.0228853335950676
194,10.251886121159647,0.029826484620571136,1,8,0.7473523872299117,1.5246286903723147
195,10.099707329445335,0.029020018875598907,1,4,0.7462313586490669,3.1127110605617245
196,10.17013275737152,0.029157573357224464,1,7,0.7451120116110933,1.5975438633138157
197,-43.15799740280582,0.7811834216117859,0,500,0.7439943435936767,0.20708792835975845
198,-40.87991049434508,0.5354335904121399,0,500,0.7428783520782862,0.11794886330064043
199,-22.9711388749543,0.15482568740844727,0,500,0.7417640345501688,0.15109734904945457
200,0.7941843126215051,0.029907308518886566,1,421,0.7406513884983436,0.2943826987746361
201,5.153187506794755,0.029710344970226288,1,182,0.7395404114155961,0.28040360015329296
202,-19.52995654737602,0.31259265542030334,0,500,0.7384311007984727,0.17930923698532542
203,-39.679513918566364,0.6831681728363037,0,500,0.7373234541472751,0.1888047482851975
204,10.207185455624332,0.029849862679839134,1,25,0.7362174689660542,0.813277357314536
205,10.113739410924035,0.029994212090969086,1,27,0.7351131427626052,0.7474622802594639
206,-2.6314045773693717,0.02992519550025463,1,455,0.7340104730484613,0.25143876249788627
207,-25.410974567775447,0.1586897224187851,0,500,0.7329094573388887,0.09501413444858832
208,9.945720845454355,0.029499752447009087,1,30,0.7318100931528804,1.2467475773671963
209,9.284559662074347,0.029991071671247482,1,62,0.7307123780131511,0.44079973465054045
210,9.374284808582253,0.02980128303170204,1,71,0.7296163094461314,0.25292316108383983
211,10.30086997318373,0.02973872609436512,1,11,0.7285218849819622,1.683485340027959
212,-34.46249678809045,0.3269273042678833,0,500,0.7274291021544893,0.10613079094848933
213,-26.530115583046634,0.37647247314453125,0,500,0.7263379585012576,0.17610801760755868
214,-34.37321405735359,0.3594347834587097,0,500,0.7252484515635057,0.06836775010195949
215,-28.875980710794323,0.4669371247291565,0,500,0.7241605788861605,0.14227163492497863
216,8.543644288298253,0.02993103116750717,1,86,0.7230743380178313,0.1846234676407621
217,1.0813826733116798,0.02968173287808895,1,445,0.7219897265108046,0.3120221981384722
218,-12.165213470296955,0.1288755238056183,0,500,0.7209067419210384,0.24769669090295912
219,-18.978783903133827,0.22198611497879028,0,500,0.7198253818081569,0.18296512056115802
220,6.76378190868732,0.029936011880636215,1,158,0.7187456437354447,0.3319234265737892
221,8.375771158146199,0.029630441218614578,1,135,0.7176675252698416,0.5444766986110907
222,-49.3422106023414,0.5063987970352173,0,500,0.7165910239819369,0.1299315081729646
223,-25.80024244072868,0.2790051996707916,0,500,0.715516137445964,0.1561545453432301
224,10.113909497403965,0.02987079881131649,1,24,0.7144428632397951,1.0293628670403796
225,10.162314259391735,0.02995261177420616,1,12,0.7133711989449355,0.9405898784725123
226,-16.741574615172087,0.20502598583698273,0,500,0.7123011421465182,0.21622598269321616
227,-23.886297694833406,0.3081737756729126,0,500,0.7112326904332984,0.09728300384259006
228,-47.48913549756239,0.457502543926239,0,500,0.7101658413976485,0.09239350530748672
229,10.351931847811796,0.029913535341620445,1,11,0.709100592635552,1.6126659587007361
230,8.597527954547486,0.029850352555513382,1,106,0.7080369417465987,0.43627788191266925
231,-16.57809396726288,0.24670766294002533,0,500,0.7069748863339789,0.20540944208829295
232,6.713554151042181,0.02985788695514202,1,109,0.7059144240044779,0.17347637455583997
233,-18.986813359484042,0.2505922317504883,0,500,0.7048555523684712,0.12115665829611715
234,8.646922747923039,0.02924160845577717,1,71,0.7037982690399185,0.35853650220199795
235,9.432760180205438,0.02949761040508747,1,43,0.7027425716363587,0.7436292648277245
236,9.193449838590498,0.029732579365372658,1,34,0.7016884577789042,0.6528499896714223
237,8.24096689468317,0.029756920412182808,1,106,0.7006359250922359,0.6216230338884822
238,-44.52763442656706,0.6213723421096802,0,500,0.6995849712045976,0.20940797542192768
239,-27.852832363828885,0.31283965706825256,0,500,0.6985355937477907,0.0634524248356144
240,6.758289537812578,0.02952529676258564,1,158,0.6974877903571691,0.3784018634343769
241,9.940580928219129,0.029963010922074318,1,24,0.6964415586716334,0.4848767753718109
242,-23.962157058322827,0.23275038599967957,0,500,0.695396896333626,0.12588321650751655
243,-35.1883408009931,0.3439837694168091,0,500,0.6943538009891256,0.08863025237865947
244,10.139083058133277,0.028834586963057518,1,5,0.693312270287642,1.9826537380716502
245,10.03867430550159,0.029843172058463097,1,12,0.6922723018822106,0.8516835573986171
246,8.552988389535738,0.029902538284659386,1,58,0.6912338934293872,0.3622501483532245
247,-28.62243901293353,0.413689523935318,0,500,0.6901970425892432,0.15480598910514637
248,-14.894464021913617,0.13964085280895233,0,500,0.6891617470253594,0.24469943155474613
249,-24.848866653638908,0.30727896094322205,0,500,0.6881280044048214,0.05452017031973641
250,-59.395238411522705,0.6122285723686218,0,500,0.6870958123982142,0.14136294535498012
251,-15.620209695348077,0.19358447194099426,0,500,0.6860651686796169,0.179139691830986
252,10.248996509791473,0.02977503091096878,1,11,0.6850360709265975,0.9985525417762325
253,-43.453767255387106,0.45204368233680725,0,500,0.6840085168202076,0.12172106718378242
254,-68.4680154963561,0.7338367104530334,0,500,0.6829825040449773,0.13699679793811137
255,10.29167938075245,0.029691636562347412,1,9,0.6819580302889099,2.0284817294122783
256,-56.72722330769235,0.5846920013427734,0,500,0.6809350932434766,0.11342034470909923
257,-19.5833693201084,0.2763429880142212,0,500,0.6799136906036114,0.07428519596474982
258,-14.219356139408122,0.10204549878835678,0,500,0.678893820067706,0.19374060735363127
259,-13.13859458952705,0.14932535588741302,0,500,0.6778754793376045,0.2012357160422135
260,9.367746160390706,0.0298599973320961,1,48,0.6768586661185981,0.21339665387067341
261,-20.435053204161946,0.20521613955497742,0,500,0.6758433781194203,0.1557322564935972
262,-2.9540468626174086,0.02987806499004364,1,412,0.6748296130522412,0.4177448221998563
263,-33.79930537626476,0.307036429643631,0,500,0.6738173686326628,0.11440123765287896
264,-25.449143661079255,0.27061331272125244,0,500,0.6728066425797139,0.09872895626609429
265,-21.086406108677664,0.1624821573495865,0,500,0.6717974326158443,0.10756004199857663
266,10.122255885821293,0.029659012332558632,1,10,0.6707897364669206,1.2306307352899617
267,-51.80582860523382,0.8572133779525757,0,500,0.6697835518622203,0.24895694779355207
268,-60.617593410361664,0.7554660439491272,0,500,0.668778876534427,0.12607926174691483
269,7.669349156326737,0.029668133705854416,1,134,0.6677757082196254,0.32404089257573254
270,-39.26703130835119,0.31166917085647583,0,500,0.666774044657296,0.09628612956608962
271,-27.17482528935744,0.33856356143951416,0,500,0.6657738835903101,0.05018408182007486
272,-63.24429622952817,0.6519338488578796,0,500,0.6647752227649246,0.14233782330512335
273,-39.34640009950478,0.10545360296964645,0,500,0.6637780599307773,0.12835760655736225
274,-13.641536831917387,0.08185689151287079,0,500,0.6627823928408811,0.22754236044923487
275,9.315923884049553,0.029821213334798813,1,68,0.6617882192516199,0.4159625918902621
276,-15.030903829934376,0.1298052966594696,0,500,0.6607955369227425,0.21622451076503107
277,8.303563412419809,0.029986631125211716,1,153,0.6598043436173584,0.5284607030660646
278,-11.684661998059834,0.05346597358584404,0,500,0.6588146371019324,0.2999086611723252
279,7.692147678648002,0.029988566413521767,1,101,0.6578264151462796,0.17191662297313745
280,-26.16497233403128,0.27171939611434937,0,500,0.6568396755235603,0.10369083198747969
281,-35.58983334591538,0.2794707119464874,0,500,0.6558544160102749,0.12808768372971746
282,-15.685395949950454,0.12284453958272934,0,500,0.6548706343862596,0.17561404885989476
283,-24.5637245576538,0.06206953525543213,0,500,0.6538883284346803,0.21988879872414138
284,7.33684514138052,0.02984718233346939,1,139,0.6529074959420282,0.17810188942198021
285,-17.883149074110797,0.16500963270664215,0,500,0.6519281346981153,0.1466352968435924
286,9.78214572424965,0.02950003184378147,1,26,0.6509502424960681,0.8635933792614766
287,-45.002948497912875,0.4912419021129608,0,500,0.649973817132324,0.15494288630275027
288,10.146080164357578,0.029685592278838158,1,5,0.6489988564066256,2.3980304168551276
289,-14.458907134659219,0.08681637048721313,0,500,0.6480253581220157,0.27273081210143496
290,-38.88583912574517,0.4901236891746521,0,500,0.6470533200848326,0.17490847863158726
291,-18.830027616358844,0.09021695703268051,0,500,0.6460827401047055,0.188344491251065
292,-39.39307680114569,0.374815970659256,0,500,0.6451136159945484,0.1700280863876634
293,-38.56398740248946,0.39968547224998474,0,500,0.6441459455705566,0.13156475460812345
294,-2.518648983462091,0.029199035838246346,1,320,0.6431797266522008,0.2705087596754464
295,-8.504760596985324,0.0462636835873127,0,500,0.6422149570622225,0.20078256341865747
296,9.848186745888903,0.02971763163805008,1,22,0.6412516346266293,0.5190363097258589
297,10.126111498770273,0.029843632131814957,1,9,0.6402897571746894,1.2489922631928827
298,-77.62820463644107,1.0289469957351685,0,500,0.6393293225389274,0.20898986291992605
299,-55.60908146706936,0.6117721796035767,0,500,0.638370328555119,0.11948942636871758
300,9.080368885530858,0.029623588547110558,1,42,0.6374127730622864,0.5120193140003655
301,-25.407667063100035,0.25899890065193176,0,500,0.636456653902693,0.08359899346329402
302,-38.57067630228692,0.4601823687553406,0,500,0.635501968921839,0.13207507173466007
303,10.258306929321149,0.02969096228480339,1,10,0.6345487159684562,1.3329364370271124
304,-12.378040645680693,0.12049639970064163,0,500,0.6335968928945035,0.21869326038132003
305,-32.74088265052541,0.3970211148262024,0,500,0.6326464975551618,0.10602089121087692
306,7.6652375504986034,0.029797006398439407,1,88,0.631697527808829,0.23110186465646054
307,8.5873506486433,0.029879791662096977,1,103,0.6307499815171158,0.2728820088520342
308,9.27161490606342,0.029895415529608727,1,62,0.6298038565448402,0.3252219165380637
309,3.3283262207806574,0.02969539538025856,1,290,0.628859150760023,0.17980049683637647
310,-45.65651791773318,0.5722627639770508,0,500,0.6279158620338829,0.13329768799893366
311,-19.660772827398425,0.2777113616466522,0,500,0.6269739882408322,0.21804512989267275
312,-22.335007733749137,0.24063707888126373,0,500,0.626033527258471,0.10618567517254429
313,-13.774491758637051,0.23154720664024353,0,500,0.6250944769675832,0.1427792706720474
314,8.677913489818181,0.029166698455810547,1,84,0.624156835252132,0.12357355678382168
315,-43.690694879962926,0.4736814796924591,0,500,0.6232205999992538,0.09511695834654872
316,7.842409039611923,0.029957760125398636,1,156,0.622285769099255,0.3671132946791499
317,-13.230253243699932,0.22341029345989227,0,500,0.6213523404456062,0.23569566851097984
318,10.054555998874308,0.029969818890094757,1,5,0.6204203119349377,1.0143746555472615
319,9.298791773947361,0.029953237622976303,1,53,0.6194896814670353,0.3520319682518631
320,-31.95838120859187,0.37734949588775635,0,500,0.6185604469448348,0.10616385081718467
321,-34.79825448242336,0.5942023396492004,0,500,0.6176326062744176,0.07938739882400839
322,-16.78502396791422,0.08776228874921799,0,500,0.616706157365006,0.309886075375923
323,-25.80415392777635,0.2205144762992859,0,500,0.6157810981289585,0.09093266177929075
324,-22.192661844801904,0.25801602005958557,0,500,0.6148574264817651,0.1701262931044278
325,-38.23797508117852,0.55755215883255,0,500,0.6139351403420426,0.10985406977475991
326,10.066595979215654,0.02970166876912117,1,4,0.6130142376315295,1.8930254776482658
327,-18.416041235051267,0.2498089224100113,0,500,0.6120947162750823,0.20802083269953572
328,-23.688864734280855,0.21240495145320892,0,500,0.6111765742006697,0.05711155598046346
329,7.902528943255927,0.029875610023736954,1,123,0.6102598093393687,0.32336427514040095
330,-12.216403655064216,0.07691797614097595,0,500,0.6093444196253597,0.3037088431537685
331,-21.52478788302434,0.13197451829910278,0,500,0.6084304029959217,0.06280177177113037
332,10.081254291666152,0.029990417882800102,1,5,0.6075177573914278,1.6117841110689046
333,-21.312087951446184,0.10923770070075989,0,500,0.6066064807553406,0.12582131256691492
334,1.0578777104931394,0.02997717261314392,1,368,0.6056965710342076,0.2993269467343505
335,1.3346196483906478,0.02966207265853882,1,341,0.6047880261776564,0.20999864194158827
